IndicatorType,IndicatorValue,ExpirationTime,Action,Severity,Title,Description,RecommendedActions,RbacGroups,Category,MitreTechniques,GenerateAlert
DomainName,instatext.io,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,iris.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,ixcoach.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,jasper.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,kafkai.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,kerlig.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,kibo.vercel.app,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,koala.sh,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,krater.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,lamini.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,landbot.io,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,langchain.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,laragpt.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,learn.xyz,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,learnitive.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,learnt.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,letsenhance.io,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,lexalytics.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,linke.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,luis.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,lumen5.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,machinetranslation.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,magicstudio.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,magisto.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,mailshake.com/ai-email-writer,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,markcopy.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,meetmaya.world,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,meetz.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,memorylane.co,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,merlin.foyer.work,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,meta.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,mieux.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,mightygpt.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,mosaicml.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,murf.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,myaiteam.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,mygptwizard.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,mykin.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,narakeet.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,nat.dev,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,netus.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,neural.love,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,neuraltext.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,newswriter.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,nextbrain.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,noluai.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,notion.so,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,novelai.net,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,numind.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,ocoya.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,octocom.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,ollama.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,olympia.chat,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,openai.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,ora.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,outwrite.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,pagelines.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,parallelgpt.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,peoplealsoask.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,peppercontent.io,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,perplexity.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,personal.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,phind.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,phrasee.co,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,pineapplebuilder.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,play.ht,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,poe.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,predis.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,premai.io,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,preppally.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,presentationgpt.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,privatellm.app,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,proai.co,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,projectdecember.net,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,promptclub.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,promptfolder.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,promptitude.io,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,qopywriter.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,quickchat.ai/emerson,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,quillbot.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,rawshorts.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,read.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,rebecc.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,refraction.dev,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,regem.in/ai-writer,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,regie.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,regisai.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,relevanceai.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,rencoach.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,replika.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,replit.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,resemble.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,riku.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,rizzai.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,roamaround.app,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,rovioai.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,rytr.me,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,saga.so,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,sapling.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,scribbyo.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,seowriting.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,shakespearetoolbar.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,shortlistiq.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,shortlyai.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,simpleshow.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,sitegpt.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,smartlifeskills.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,smartwriter.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,soofy.io,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,soundful.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,speechify.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,splice.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,stableaudio.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,starryai.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,stealthgpt.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,steve.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,stork.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,storyd.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,storyscapeai.app,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,storytailor.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,streamlit.io/generative-ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,studio.tune.app,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,synesthesia.io,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,tabnine.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,talkai.info,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,talkpal.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,talktowalle.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,team-gpt.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,tethered.dev,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,texta.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,textcortex.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,textsynth.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,thirdai.com/pocketllm,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,threadcreator.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,thunderbit.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,thundercontent.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,tldrthis.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,tome.app,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,toolsaday.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,to-teach.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,tryblend.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,turbular.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,tutorai.me,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,tweetyai.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,twoslash.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,typeright.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,typli.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,uminal.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,unbounce.com/product/smart-copy,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,uniglobalcareers.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,usechat.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,usemano.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,vectorize.io,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,videomuse.app,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,vidext.app,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,virtualghostwriter.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,vizly.fyi,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,voicemod.net,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,warmer.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,watermelon.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,webllm.mlc.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,webtastic.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,wellsaidlabs.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,wepik.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,we-spots.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,wordplay.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,wordtune.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,workflos.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,woxo.tech,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,wpaibot.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,writecream.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,writefull.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,writegpt.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,writeholo.com,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
DomainName,writeme.ai,,Block,Informational,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,Unsanctioned: Ungoverned AI,,,,FALSE
